"ID","CHECKING_BALANCE","PAYMENT_TERM","CREDIT_HISTORY","LOAN_PURPOSE","LOAN_AMOUNT","EXISTING_SAVINGS","EMPLOYMENT_DURATION","INSTALLMENT_PERCENT","SEX","OTHERS_ON_LOAN","CURRENT_RESIDENCE_DURATION","PROPERTY","AGE","INSTALLMENT_PLANS","HOUSING","EXISTING_CREDITS_COUNT","JOB_TYPE","DEPENDENTS","TELEPHONE","FOREIGN_WORKER","ALLOW"
148451,-231.29,120.0,CREDITS_PAID_TO_DATE,CAR_NEW,250.0,"50.03",0.0,2.0,F,NONE,1.0,REAL_ESTATE,19.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
1054326,-149.45,310.0,ALL_CREDITS_PAID_BACK,CAR_USED,250.0,"84.19",0.0,1.0,M,NONE,2.0,REAL_ESTATE,19.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
268003,NO_CHECKING,810.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,2202.0,"341.93",6.0,4.0,F,NONE,3.0,SAVINGS_INSURANCE,44.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
979195,"0.3",120.0,ALL_CREDITS_PAID_BACK,CAR_NEW,2313.0,"9.87",2.0,2.0,F,NONE,1.0,CAR_OTHER,20.0,STORES,OWN,1.0,3.0,1.0,0.0,1.0,0
767736,-422.61,124.0,ALL_CREDITS_PAID_BACK,APPLIANCES,250.0,"50.63",0.0,1.0,M,NONE,1.0,REAL_ESTATE,19.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
322618,NO_CHECKING,589.0,ALL_CREDITS_PAID_BACK,CAR_NEW,1593.0,"9.8",1.0,2.0,F,NONE,3.0,REAL_ESTATE,27.0,NONE,FREE,1.0,3.0,1.0,0.0,1.0,0
157184,NO_CHECKING,960.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,9233.0,"624.08",6.0,3.0,F,NONE,4.0,CAR_OTHER,46.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
1076656,"0",750.0,OUTSTANDING_CREDIT,APPLIANCES,7801.0,"172.7",12.0,5.0,F,NONE,4.0,CAR_OTHER,39.0,NONE,OWN,1.0,2.0,1.0,1.0,1.0,0
768423,NO_CHECKING,496.0,CREDITS_PAID_TO_DATE,CAR_NEW,2467.0,"233.39",1.0,3.0,M,NONE,3.0,CAR_OTHER,37.0,NONE,RENT,1.0,3.0,1.0,1.0,1.0,1
574377,"140.57",713.0,OUTSTANDING_CREDIT,APPLIANCES,4826.0,"381.81",1.0,4.0,M,NONE,4.0,UNKNOWN,22.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,0
196750,-1926.6,527.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,1884.0,"52.4",5.0,2.0,F,NONE,2.0,SAVINGS_INSURANCE,45.0,STORES,FREE,1.0,1.0,1.0,1.0,1.0,1
317,-150.05,540.0,CREDITS_PAID_TO_DATE,CAR_NEW,462.0,"49.04",1.0,2.0,F,NONE,2.0,SAVINGS_INSURANCE,37.0,STORES,OWN,2.0,3.0,1.0,0.0,1.0,1
169079,NO_CHECKING,480.0,CREDITS_PAID_TO_DATE,CAR_NEW,4810.0,"0.04",3.0,4.0,M,NONE,4.0,CAR_OTHER,31.0,NONE,OWN,1.0,2.0,1.0,0.0,1.0,0
1000343,NO_CHECKING,589.0,CREDITS_PAID_TO_DATE,FURNITURE,2378.0,"257.78",1.0,3.0,F,NONE,3.0,REAL_ESTATE,29.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
632285,NO_CHECKING,496.0,CREDITS_PAID_TO_DATE,VACATION,4898.0,"84.34",5.0,3.0,M,NONE,2.0,CAR_OTHER,45.0,NONE,OWN,2.0,3.0,1.0,0.0,1.0,0
732449,-13.39,270.0,ALL_CREDITS_PAID_BACK,CAR_USED,687.0,"37.12",0.0,2.0,F,NONE,1.0,SAVINGS_INSURANCE,31.0,STORES,OWN,2.0,1.0,1.0,0.0,1.0,1
4751,-133.54,390.0,ALL_CREDITS_PAID_BACK,VACATION,2317.0,"42.12",0.0,2.0,F,NONE,2.0,SAVINGS_INSURANCE,27.0,STORES,OWN,2.0,3.0,1.0,0.0,1.0,1
482044,NO_CHECKING,360.0,ALL_CREDITS_PAID_BACK,FURNITURE,373.0,"743.82",1.0,1.0,M,CO-APPLICANT,2.0,SAVINGS_INSURANCE,33.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
1233096,NO_CHECKING,480.0,CREDITS_PAID_TO_DATE,RADIO_TV,1008.0,"11065.15",9.0,4.0,F,NONE,4.0,SAVINGS_INSURANCE,34.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
563301,"164.98",120.0,ALL_CREDITS_PAID_BACK,CAR_NEW,250.0,"40.8",0.0,2.0,F,NONE,3.0,SAVINGS_INSURANCE,24.0,NONE,OWN,1.0,2.0,1.0,0.0,1.0,1
1267435,NO_CHECKING,240.0,CREDITS_PAID_TO_DATE,CAR_NEW,2099.0,"10.49",4.0,2.0,F,NONE,2.0,CAR_OTHER,41.0,NONE,FREE,1.0,3.0,1.0,1.0,1.0,1
103315,NO_CHECKING,780.0,OUTSTANDING_CREDIT,BUSINESS,9293.0,"734.87",9.0,4.0,M,NONE,3.0,CAR_OTHER,57.0,NONE,FREE,3.0,3.0,1.0,1.0,0.0,0
748870,-429.79,279.0,ALL_CREDITS_PAID_BACK,APPLIANCES,496.0,"17.18",2.0,2.0,F,NONE,1.0,SAVINGS_INSURANCE,30.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
1263037,"32.09",930.0,CREDITS_PAID_TO_DATE,BUSINESS,4932.0,"916.67",13.0,,M,NONE,3.0,CAR_OTHER,47.0,STORES,OWN,2.0,1.0,1.0,1.0,1.0,1
679305,"1583.79",868.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,4048.0,"237.32",3.0,3.0,M,NONE,2.0,SAVINGS_INSURANCE,24.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,1
583209,NO_CHECKING,1440.0,OUTSTANDING_CREDIT,REPAIRS,6967.0,UNKNOWN,9.0,4.0,F,CO-APPLICANT,5.0,UNKNOWN,54.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
41119,-64.14,434.0,ALL_CREDITS_PAID_BACK,APPLIANCES,1431.0,"17.4",,1.0,F,NONE,1.0,CAR_OTHER,25.0,STORES,OWN,1.0,3.0,1.0,0.0,1.0,0
76480,"80.31",124.0,CREDITS_PAID_TO_DATE,CAR_NEW,1652.0,"532.73",4.0,3.0,M,NONE,3.0,SAVINGS_INSURANCE,28.0,NONE,RENT,1.0,3.0,2.0,0.0,1.0,1
216725,-93.76,120.0,ALL_CREDITS_PAID_BACK,CAR_NEW,4853.0,"45.81",0.0,1.0,F,NONE,2.0,SAVINGS_INSURANCE,19.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
1106783,-157.3,465.0,CREDITS_PAID_TO_DATE,VACATION,1383.0,"41.98",5.0,3.0,F,NONE,1.0,CAR_OTHER,34.0,STORES,OWN,1.0,3.0,1.0,1.0,1.0,1
865590,NO_CHECKING,1147.0,PRIOR_PAYMENTS_DELAYED,RADIO_TV,4766.0,"3819.67",7.0,4.0,F,NONE,3.0,CAR_OTHER,50.0,BANK,OWN,2.0,0.0,1.0,1.0,1.0,0
1059975,NO_CHECKING,900.0,OUTSTANDING_CREDIT,FURNITURE,5161.0,"919.76",8.0,4.0,M,NONE,5.0,SAVINGS_INSURANCE,29.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
877295,NO_CHECKING,840.0,OUTSTANDING_CREDIT,APPLIANCES,,"751.09",14.0,5.0,M,NONE,5.0,UNKNOWN,56.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
1296752,-698.58,341.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,1873.0,"35.15",2.0,3.0,M,NONE,3.0,CAR_OTHER,31.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
1146867,NO_CHECKING,341.0,CREDITS_PAID_TO_DATE,CAR_USED,5191.0,"427.68",0.0,3.0,M,NONE,4.0,REAL_ESTATE,43.0,NONE,OWN,1.0,2.0,1.0,0.0,1.0,1
1280099,-28.61,360.0,ALL_CREDITS_PAID_BACK,CAR_USED,250.0,"66.93",0.0,1.0,F,NONE,2.0,SAVINGS_INSURANCE,32.0,BANK,RENT,1.0,0.0,1.0,0.0,1.0,1
136433,"127.34",372.0,CREDITS_PAID_TO_DATE,CAR_USED,3563.0,"23.73",6.0,2.0,M,NONE,2.0,REAL_ESTATE,23.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
822528,NO_CHECKING,837.0,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5979.0,"419.1",2.0,4.0,M,NONE,4.0,SAVINGS_INSURANCE,39.0,NONE,OWN,2.0,2.0,2.0,1.0,1.0,0
798137,"72.03",868.0,OUTSTANDING_CREDIT,FURNITURE,3355.0,"156.78",7.0,4.0,F,NONE,3.0,SAVINGS_INSURANCE,37.0,BANK,OWN,2.0,0.0,1.0,1.0,1.0,1
822100,"26.99",420.0,NO_CREDITS,CAR_USED,3601.0,"100.77",0.0,3.0,M,CO-APPLICANT,2.0,REAL_ESTATE,33.0,NONE,FREE,1.0,3.0,1.0,1.0,1.0,1
796629,NO_CHECKING,248.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,1367.0,"984.06",1.0,2.0,M,NONE,3.0,SAVINGS_INSURANCE,45.0,NONE,RENT,1.0,,1.0,1.0,1.0,1
422430,NO_CHECKING,1178.0,PRIOR_PAYMENTS_DELAYED,OTHER,5877.0,"536.27",5.0,5.0,M,NONE,3.0,SAVINGS_INSURANCE,38.0,NONE,OWN,1.0,2.0,1.0,0.0,1.0,1
880543,"86.95",744.0,CREDITS_PAID_TO_DATE,RETRAINING,4177.0,"90.05",2.0,3.0,M,CO-APPLICANT,4.0,CAR_OTHER,19.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,0
473118,NO_CHECKING,1302.0,OUTSTANDING_CREDIT,EDUCATION,5964.0,UNKNOWN,9.0,4.0,M,CO-APPLICANT,3.0,UNKNOWN,49.0,BANK,RENT,2.0,0.0,2.0,0.0,1.0,0
279910,"0",744.0,OUTSTANDING_CREDIT,BUSINESS,3119.0,"489.54",9.0,4.0,M,NONE,4.0,UNKNOWN,41.0,NONE,OWN,2.0,3.0,1.0,0.0,1.0,1
898367,-2193.15,124.0,ALL_CREDITS_PAID_BACK,CAR_NEW,250.0,"86.87",0.0,1.0,M,NONE,1.0,REAL_ESTATE,33.0,STORES,"",1.0,3.0,1.0,1.0,1.0,0
1019868,NO_CHECKING,810.0,OUTSTANDING_CREDIT,RADIO_TV,6145.0,UNKNOWN,9.0,5.0,M,CO-APPLICANT,4.0,UNKNOWN,56.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
966714,-1062.76,775.0,CREDITS_PAID_TO_DATE,RADIO_TV,1657.0,"82.59",6.0,3.0,M,NONE,2.0,CAR_OTHER,28.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
507296,NO_CHECKING,750.0,"",CAR_USED,8070.0,"605.63",12.0,5.0,M,NONE,5.0,"",41.0,STORES,OWN,2.0,1.0,1.0,1.0,1.0,1
147788,"0",900.0,CREDITS_PAID_TO_DATE,FURNITURE,2034.0,"25214.5",8.0,3.0,M,NONE,2.0,CAR_OTHER,39.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
843233,NO_CHECKING,870.0,PRIOR_PAYMENTS_DELAYED,APPLIANCES,6859.0,"172.84",6.0,4.0,F,NONE,3.0,CAR_OTHER,47.0,NONE,FREE,2.0,3.0,1.0,0.0,1.0,0
804855,NO_CHECKING,540.0,PRIOR_PAYMENTS_DELAYED,RADIO_TV,4010.0,UNKNOWN,5.0,3.0,M,NONE,3.0,UNKNOWN,34.0,STORES,RENT,1.0,1.0,1.0,1.0,1.0,1
895236,-9.88,270.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,2219.0,"77.77",1.0,1.0,F,NONE,1.0,SAVINGS_INSURANCE,29.0,STORES,OWN,2.0,3.0,1.0,0.0,1.0,1
1129100,NO_CHECKING,868.0,OUTSTANDING_CREDIT,APPLIANCES,4770.0,"689.97",8.0,4.0,M,NONE,3.0,SAVINGS_INSURANCE,45.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,1
1048389,"108.93",690.0,OUTSTANDING_CREDIT,BUSINESS,3364.0,"6996.18",11.0,4.0,M,CO-APPLICANT,3.0,CAR_OTHER,37.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,1
870757,"36.79",390.0,CREDITS_PAID_TO_DATE,FURNITURE,2551.0,"90.76",7.0,3.0,F,NONE,2.0,SAVINGS_INSURANCE,37.0,BANK,OWN,2.0,0.0,1.0,1.0,1.0,1
753238,"13.62",1110.0,PRIOR_PAYMENTS_DELAYED,BUSINESS,861.0,"346.64",2.0,3.0,F,NONE,1.0,CAR_OTHER,36.0,STORES,OWN,2.0,3.0,1.0,0.0,1.0,1
1067526,NO_CHECKING,690.0,PRIOR_PAYMENTS_DELAYED,RADIO_TV,2298.0,"736.72",2.0,2.0,M,NONE,2.0,REAL_ESTATE,43.0,NONE,OWN,2.0,3.0,1.0,0.0,1.0,0
1227998,-44.6,720.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,2741.0,"551.76",3.0,3.0,M,NONE,1.0,UNKNOWN,43.0,NONE,OWN,2.0,3.0,2.0,1.0,1.0,1
1105550,NO_CHECKING,1302.0,PRIOR_PAYMENTS_DELAYED,RETRAINING,7711.0,UNKNOWN,10.0,4.0,M,CO-APPLICANT,5.0,UNKNOWN,54.0,NONE,OWN,2.0,3.0,2.0,1.0,1.0,0
326885,"190.04",124.0,ALL_CREDITS_PAID_BACK,RADIO_TV,250.0,"55.84",0.0,2.0,F,NONE,2.0,REAL_ESTATE,19.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,1
996161,-241.29,420.0,ALL_CREDITS_PAID_BACK,CAR_NEW,4120.0,"145.68",7.0,2.0,M,NONE,3.0,SAVINGS_INSURANCE,26.0,NONE,OWN,1.0,3.0,1.0,,1.0,1
189774,NO_CHECKING,870.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,3351.0,UNKNOWN,2.0,3.0,M,NONE,5.0,SAVINGS_INSURANCE,49.0,NONE,OWN,2.0,3.0,2.0,1.0,1.0,1
300646,"151.71",750.0,OUTSTANDING_CREDIT,FURNITURE,3292.0,"581.69",6.0,3.0,M,NONE,4.0,CAR_OTHER,43.0,BANK,RENT,1.0,1.0,1.0,0.0,1.0,0
489654,"177.58",570.0,ALL_CREDITS_PAID_BACK,FURNITURE,4398.0,"81.89",0.0,3.0,M,NONE,3.0,CAR_OTHER,30.0,BANK,OWN,1.0,1.0,1.0,1.0,1.0,1
32133,NO_CHECKING,868.0,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5440.0,"487.0",7.0,3.0,F,NONE,2.0,UNKNOWN,40.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,0
835851,NO_CHECKING,240.0,CREDITS_PAID_TO_DATE,VACATION,4657.0,"48.83",1.0,4.0,F,NONE,3.0,SAVINGS_INSURANCE,34.0,NONE,OWN,1.0,2.0,1.0,0.0,1.0,1
788229,-26.04,270.0,ALL_CREDITS_PAID_BACK,CAR_NEW,250.0,"67.45",0.0,1.0,M,NONE,2.0,REAL_ESTATE,,BANK,RENT,1.0,0.0,1.0,0.0,1.0,1
99231,"194.06",465.0,CREDITS_PAID_TO_DATE,CAR_NEW,1327.0,"48.0",0.0,3.0,F,NONE,2.0,REAL_ESTATE,39.0,NONE,RENT,1.0,3.0,,0.0,1.0,1
826068,NO_CHECKING,1085.0,OUTSTANDING_CREDIT,REPAIRS,5493.0,"937.6",7.0,4.0,M,NONE,4.0,UNKNOWN,49.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
758814,NO_CHECKING,780.0,OUTSTANDING_CREDIT,FURNITURE,8166.0,"1161.48",10.0,5.0,F,CO-APPLICANT,4.0,UNKNOWN,56.0,NONE,OWN,2.0,3.0,1.0,0.0,0.0,0
1049746,NO_CHECKING,930.0,PRIOR_PAYMENTS_DELAYED,EDUCATION,6128.0,"21878.28",6.0,3.0,F,NONE,3.0,CAR_OTHER,40.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,0
396778,NO_CHECKING,1085.0,CREDITS_PAID_TO_DATE,CAR_USED,5871.0,"377.39",2.0,4.0,M,NONE,3.0,CAR_OTHER,36.0,STORES,OWN,2.0,1.0,2.0,1.0,1.0,1
93543,NO_CHECKING,990.0,PRIOR_PAYMENTS_DELAYED,FURNITURE,5692.0,"505.63",4.0,4.0,F,NONE,3.0,UNKNOWN,38.0,BANK,OWN,2.0,0.0,1.0,1.0,1.0,1
804409,NO_CHECKING,775.0,ALL_CREDITS_PAID_BACK,RADIO_TV,5900.0,"239.93",6.0,3.0,M,NONE,2.0,CAR_OTHER,42.0,BANK,OWN,2.0,0.0,1.0,1.0,1.0,1
8449,-47.08,465.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,1420.0,"424.62",7.0,2.0,M,NONE,3.0,CAR_OTHER,35.0,STORES,RENT,1.0,3.0,1.0,0.0,1.0,1
985379,"2082.09",124.0,ALL_CREDITS_PAID_BACK,CAR_NEW,3692.0,"798.89",0.0,3.0,"",NONE,2.0,REAL_ESTATE,30.0,NONE,RENT,1.0,2.0,1.0,0.0,1.0,1
1273645,NO_CHECKING,837.0,CREDITS_PAID_TO_DATE,FURNITURE,4122.0,"405.32",4.0,4.0,F,CO-APPLICANT,4.0,SAVINGS_INSURANCE,47.0,NONE,FREE,1.0,3.0,1.0,1.0,1.0,1
330220,"54.55",744.0,PRIOR_PAYMENTS_DELAYED,RETRAINING,2410.0,"288.87",6.0,3.0,F,NONE,1.0,CAR_OTHER,37.0,STORES,OWN,1.0,1.0,1.0,0.0,1.0,1
980542,NO_CHECKING,496.0,OUTSTANDING_CREDIT,RADIO_TV,1733.0,"2721.0",6.0,3.0,M,NONE,3.0,SAVINGS_INSURANCE,47.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,0
161976,NO_CHECKING,870.0,PRIOR_PAYMENTS_DELAYED,RADIO_TV,1855.0,"905.59",8.0,4.0,M,NONE,3.0,SAVINGS_INSURANCE,40.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
898085,-185.92,744.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,250.0,"276.88",5.0,3.0,F,NONE,2.0,SAVINGS_INSURANCE,21.0,STORES,RENT,1.0,3.0,1.0,0.0,1.0,1
774186,NO_CHECKING,1240.0,OUTSTANDING_CREDIT,RADIO_TV,7251.0,"12285.58",8.0,5.0,M,CO-APPLICANT,4.0,UNKNOWN,55.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
968844,"5581.71",682.0,PRIOR_PAYMENTS_DELAYED,RADIO_TV,4662.0,"289.71",9.0,4.0,F,NONE,4.0,UNKNOWN,42.0,NONE,OWN,2.0,3.0,2.0,1.0,1.0,0
296227,"28.79",570.0,ALL_CREDITS_PAID_BACK,CAR_NEW,3307.0,"503.59",7.0,3.0,M,NONE,3.0,CAR_OTHER,36.0,NONE,OWN,3.0,3.0,1.0,0.0,1.0,1
59121,"5809.26",240.0,CREDITS_PAID_TO_DATE,VACATION,2674.0,"95.86",0.0,3.0,F,NONE,2.0,SAVINGS_INSURANCE,21.0,NONE,OWN,2.0,2.0,1.0,0.0,1.0,1
534783,NO_CHECKING,1054.0,OUTSTANDING_CREDIT,APPLIANCES,8200.0,UNKNOWN,10.0,4.0,M,CO-APPLICANT,4.0,UNKNOWN,53.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
320793,NO_CHECKING,990.0,OUTSTANDING_CREDIT,REPAIRS,5034.0,"851.9",11.0,4.0,F,NONE,3.0,CAR_OTHER,43.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,0
1274722,NO_CHECKING,,PRIOR_PAYMENTS_DELAYED,BUSINESS,4300.0,"138.87",0.0,2.0,F,NONE,3.0,CAR_OTHER,39.0,NONE,OWN,2.0,3.0,1.0,1.0,1.0,1
1038503,NO_CHECKING,1230.0,OUTSTANDING_CREDIT,REPAIRS,4336.0,"1834.58",10.0,5.0,M,CO-APPLICANT,5.0,CAR_OTHER,52.0,NONE,FREE,2.0,3.0,1.0,1.0,1.0,0
1296074,NO_CHECKING,780.0,PRIOR_PAYMENTS_DELAYED,EDUCATION,5107.0,"769.31",2.0,4.0,M,NONE,3.0,SAVINGS_INSURANCE,26.0,"",OWN,2.0,2.0,1.0,1.0,1.0,1
994318,"80.53",870.0,OUTSTANDING_CREDIT,RADIO_TV,3668.0,"476.03",12.0,3.0,M,NONE,2.0,UNKNOWN,40.0,NONE,OWN,2.0,3.0,1.0,0.0,1.0,0
1220016,NO_CHECKING,660.0,OUTSTANDING_CREDIT,APPLIANCES,4993.0,UNKNOWN,6.0,4.0,M,NONE,3.0,CAR_OTHER,48.0,STORES,OWN,2.0,1.0,2.0,1.0,1.0,1
29318,NO_CHECKING,775.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,8708.0,"393.87",4.0,4.0,M,NONE,5.0,CAR_OTHER,43.0,NONE,FREE,2.0,2.0,1.0,0.0,1.0,1
839628,NO_CHECKING,1116.0,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5035.0,"813.85",0.0,3.0,M,NONE,4.0,SAVINGS_INSURANCE,33.0,NONE,OWN,,2.0,1.0,0.0,1.0,0
727585,"143.01",480.0,ALL_CREDITS_PAID_BACK,FURNITURE,250.0,"66.75",3.0,3.0,F,NONE,2.0,REAL_ESTATE,22.0,NONE,OWN,1.0,3.0,1.0,,1.0,1
641629,"10782.44",1020.0,PRIOR_PAYMENTS_DELAYED,RADIO_TV,3532.0,"835.04",6.0,3.0,F,NONE,4.0,UNKNOWN,45.0,STORES,FREE,2.0,1.0,2.0,1.0,1.0,0
824496,"58.64",240.0,ALL_CREDITS_PAID_BACK,FURNITURE,3905.0,"66.45",7.0,3.0,M,NONE,3.0,REAL_ESTATE,24.0,NONE,OWN,1.0,2.0,1.0,1.0,1.0,1
743818,"108.73",992.0,CREDITS_PAID_TO_DATE,CAR_USED,3862.0,"475.88",0.0,2.0,M,NONE,2.0,SAVINGS_INSURANCE,24.0,BANK,RENT,1.0,0.0,1.0,1.0,1.0,1
1081626,-1459.14,124.0,ALL_CREDITS_PAID_BACK,RADIO_TV,950.0,"74.79",0.0,2.0,M,NONE,2.0,REAL_ESTATE,22.0,BANK,RENT,1.0,1.0,1.0,0.0,1.0,1
1090842,NO_CHECKING,780.0,PRIOR_PAYMENTS_DELAYED,BUSINESS,4440.0,"210.6",1.0,4.0,M,NONE,3.0,SAVINGS_INSURANCE,30.0,NONE,FREE,1.0,2.0,2.0,1.0,1.0,1
372849,-60.6,310.0,PRIOR_PAYMENTS_DELAYED,CAR_NEW,6669.0,"920.57",6.0,3.0,M,NONE,3.0,UNKNOWN,47.0,NONE,FREE,3.0,3.0,1.0,1.0,1.0,1
228576,NO_CHECKING,750.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,1773.0,"670.47",12.0,4.0,F,NONE,4.0,SAVINGS_INSURANCE,45.0,NONE,OWN,1.0,3.0,1.0,1.0,1.0,0
709608,"0",720.0,ALL_CREDITS_PAID_BACK,APPLIANCES,3822.0,"992.75",7.0,4.0,M,NONE,2.0,CAR_OTHER,30.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
30678,-131.28,390.0,ALL_CREDITS_PAID_BACK,CAR_NEW,2436.0,"3.73",0.0,2.0,F,NONE,1.0,SAVINGS_INSURANCE,19.0,STORES,OWN,1.0,3.0,1.0,0.0,1.0,1
125333,NO_CHECKING,240.0,PRIOR_PAYMENTS_DELAYED,CAR_NEW,899.0,"364.83",6.0,2.0,M,NONE,3.0,SAVINGS_INSURANCE,27.0,BANK,OWN,1.0,1.0,1.0,1.0,1.0,1
547525,-20.02,450.0,CREDITS_PAID_TO_DATE,CAR_NEW,2326.0,"533.01",0.0,2.0,M,NONE,3.0,CAR_OTHER,28.0,STORES,RENT,1.0,1.0,1.0,1.0,1.0,1
775660,"0",341.0,CREDITS_PAID_TO_DATE,CAR_USED,3402.0,"94.49",3.0,3.0,F,NONE,3.0,CAR_OTHER,25.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,0
71148,-166.13,217.0,ALL_CREDITS_PAID_BACK,CAR_USED,250.0,"100.72",0.0,2.0,F,NONE,1.0,REAL_ESTATE,19.0,STORES,OWN,1.0,3.0,1.0,0.0,1.0,1
1302024,-25.65,390.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,403.0,"80.35",0.0,1.0,M,NONE,3.0,REAL_ESTATE,26.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
1227755,NO_CHECKING,960.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,2449.0,"910.2",7.0,4.0,F,NONE,4.0,CAR_OTHER,30.0,NONE,OWN,2.0,3.0,1.0,0.0,1.0,0
1199145,"12.24",775.0,CREDITS_PAID_TO_DATE,CAR_NEW,2750.0,"46.35",0.0,1.0,M,NONE,2.0,REAL_ESTATE,38.0,NONE,OWN,1.0,3.0,2.0,1.0,1.0,1
923851,"1325.96",810.0,OUTSTANDING_CREDIT,APPLIANCES,4126.0,"983.83",4.0,4.0,F,NONE,3.0,CAR_OTHER,35.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
135743,"175.97",120.0,ALL_CREDITS_PAID_BACK,EDUCATION,790.0,"65.69",1.0,3.0,M,NONE,1.0,REAL_ESTATE,19.0,BANK,RENT,1.0,1.0,1.0,0.0,1.0,1
981106,"42.56",120.0,ALL_CREDITS_PAID_BACK,RADIO_TV,1061.0,"86.19",0.0,1.0,F,NONE,1.0,SAVINGS_INSURANCE,37.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
333417,-15.82,310.0,PRIOR_PAYMENTS_DELAYED,CAR_USED,4046.0,"77.85",5.0,3.0,M,NONE,3.0,UNKNOWN,31.0,STORES,OWN,1.0,3.0,1.0,0.0,1.0,1
255724,NO_CHECKING,1230.0,PRIOR_PAYMENTS_DELAYED,BUSINESS,9010.0,"904.64",3.0,5.0,M,NONE,5.0,UNKNOWN,38.0,NONE,OWN,2.0,2.0,2.0,1.0,1.0,1
145699,NO_CHECKING,1110.0,PRIOR_PAYMENTS_DELAYED,APPLIANCES,3626.0,"940.26",1.0,2.0,F,NONE,4.0,SAVINGS_INSURANCE,47.0,NONE,FREE,2.0,3.0,2.0,1.0,1.0,0
923396,"106.45",558.0,CREDITS_PAID_TO_DATE,CAR_NEW,1410.0,"748.56",0.0,2.0,M,NONE,3.0,CAR_OTHER,34.0,NONE,RENT,1.0,3.0,1.0,0.0,1.0,0
1310651,NO_CHECKING,1140.0,CREDITS_PAID_TO_DATE,APPLIANCES,5308.0,"456.4",7.0,3.0,M,NONE,3.0,SAVINGS_INSURANCE,31.0,NONE,OWN,1.0,3.0,1.0,0.0,1.0,1
589568,NO_CHECKING,960.0,PRIOR_PAYMENTS_DELAYED,APPLIANCES,4842.0,"582.55",8.0,5.0,F,NONE,3.0,CAR_OTHER,43.0,NONE,FREE,2.0,3.0,1.0,0.0,1.0,0
867505,-926.2,434.0,CREDITS_PAID_TO_DATE,FURNITURE,1940.0,"949.34",1.0,3.0,M,NONE,3.0,CAR_OTHER,37.0,STORES,OWN,2.0,3.0,2.0,1.0,1.0,1
